,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
5050,Audi,Q5,2003,3.5,Hybrid,Manual,9650,2,4,9307
5051,Volkswagen,Tiguan,2001,3.3,Diesel,Semi-Automatic,89757,3,4,5904
5052,Kia,Rio,2009,3.3,Hybrid,Semi-Automatic,236792,5,2,6364
5053,Mercedes,C-Class,2000,2.9,Hybrid,Automatic,15565,3,2,9188
5054,Mercedes,E-Class,2014,2.9,Petrol,Semi-Automatic,84788,5,3,9504
5055,Ford,Explorer,2020,4.5,Hybrid,Automatic,178797,4,4,13524
5056,Hyundai,Tucson,2019,1.6,Diesel,Automatic,134284,2,5,10214
5057,Kia,Optima,2021,4.9,Hybrid,Manual,7865,5,2,16142
5058,Volkswagen,Passat,2015,1.7,Diesel,Manual,11098,4,2,10078
5059,Mercedes,C-Class,2008,4.6,Diesel,Semi-Automatic,134491,3,5,8410
5060,Mercedes,E-Class,2013,1.6,Petrol,Manual,59083,2,1,8418
5061,Mercedes,C-Class,2012,2.0,Diesel,Manual,183085,3,5,6038
5062,Honda,Accord,2013,4.3,Hybrid,Automatic,298576,2,3,8828
5063,Audi,Q5,2019,4.6,Electric,Semi-Automatic,252801,5,3,11343
5064,Chevrolet,Equinox,2021,4.8,Diesel,Automatic,89746,3,4,14905
5065,Chevrolet,Equinox,2007,4.6,Petrol,Automatic,264351,3,1,7012
5066,Ford,Explorer,2020,4.7,Hybrid,Automatic,54878,4,5,16202
5067,Chevrolet,Malibu,2019,3.3,Electric,Semi-Automatic,295893,3,2,9182
5068,Chevrolet,Malibu,2006,3.4,Hybrid,Manual,5097,2,3,10198
5069,Honda,Accord,2005,4.9,Diesel,Semi-Automatic,54355,5,1,9412
5070,Audi,A3,2014,2.5,Diesel,Semi-Automatic,171850,3,2,7363
5071,Volkswagen,Golf,2019,3.7,Petrol,Manual,159318,3,1,10313
5072,Kia,Optima,2020,4.3,Electric,Automatic,274031,3,5,12419
5073,Honda,CR-V,2015,2.6,Petrol,Manual,216068,4,5,6878
5074,Mercedes,C-Class,2023,2.3,Diesel,Automatic,190775,3,5,10984
5075,Audi,A4,2023,4.0,Diesel,Automatic,259337,5,3,11313
5076,Toyota,RAV4,2019,4.5,Electric,Semi-Automatic,201176,5,1,12276
5077,Chevrolet,Impala,2007,3.6,Hybrid,Manual,10305,3,1,10593
5078,BMW,3 Series,2007,2.2,Petrol,Automatic,78043,3,5,8339
5079,Mercedes,C-Class,2023,1.9,Petrol,Manual,93969,4,5,11020
5080,Volkswagen,Golf,2008,1.6,Diesel,Automatic,28352,2,4,9032
5081,Audi,A4,2017,4.8,Petrol,Automatic,47216,5,5,14555
5082,Hyundai,Sonata,2008,4.3,Hybrid,Automatic,289750,5,3,7505
5083,Kia,Optima,2013,4.2,Diesel,Semi-Automatic,166953,5,5,8860
5084,Volkswagen,Tiguan,2012,1.9,Hybrid,Manual,75263,3,1,9094
5085,BMW,X5,2017,2.7,Petrol,Automatic,145980,4,1,10480
5086,Honda,Civic,2023,1.6,Electric,Automatic,114740,3,3,13805
5087,Kia,Sportage,2015,1.8,Hybrid,Semi-Automatic,19111,4,3,11017
5088,Kia,Optima,2021,1.9,Diesel,Semi-Automatic,197398,5,1,8352
5089,Ford,Fiesta,2013,3.5,Electric,Automatic,27879,2,4,14442
5090,Mercedes,E-Class,2012,2.7,Hybrid,Semi-Automatic,184680,3,3,7706
5091,Chevrolet,Malibu,2011,3.8,Electric,Automatic,8371,3,2,14532
5092,BMW,3 Series,2016,1.6,Electric,Semi-Automatic,19827,5,2,12103
5093,BMW,5 Series,2001,4.6,Hybrid,Semi-Automatic,102282,4,3,7954
5094,Hyundai,Tucson,2006,3.0,Hybrid,Manual,146248,4,2,6975
5095,Ford,Focus,2002,3.4,Electric,Semi-Automatic,233745,5,5,5425
5096,Ford,Explorer,2011,3.0,Diesel,Automatic,297131,3,3,5957
5097,Kia,Optima,2007,4.3,Diesel,Semi-Automatic,17773,5,2,10144
5098,Honda,Accord,2010,2.5,Hybrid,Semi-Automatic,135477,5,2,7890
5099,BMW,3 Series,2011,2.4,Diesel,Manual,57160,2,2,8656
5100,Toyota,Corolla,2023,3.0,Electric,Manual,271528,5,1,10569
5101,Kia,Sportage,2006,3.2,Diesel,Semi-Automatic,253704,3,5,4025
5102,Hyundai,Tucson,2002,3.8,Hybrid,Automatic,274808,3,1,5503
5103,Hyundai,Sonata,2014,2.4,Diesel,Manual,124229,2,5,8215
5104,Chevrolet,Impala,2017,4.0,Diesel,Automatic,30300,2,3,14094
5105,Mercedes,GLA,2009,4.6,Electric,Automatic,251532,4,4,9869
5106,Audi,A4,2011,3.8,Hybrid,Manual,176080,5,3,8678
5107,Chevrolet,Impala,2022,3.7,Diesel,Manual,288455,2,4,8630
5108,Chevrolet,Malibu,2017,4.1,Electric,Manual,3945,2,4,15221
5109,Mercedes,GLA,2009,4.3,Diesel,Automatic,68858,3,1,11222
5110,Honda,CR-V,2013,4.4,Petrol,Automatic,152998,4,2,10840
5111,BMW,3 Series,2020,4.7,Diesel,Semi-Automatic,241382,2,1,9972
5112,Honda,Civic,2013,4.9,Electric,Semi-Automatic,150552,2,5,11888
5113,Honda,Civic,2019,1.9,Petrol,Manual,6120,4,5,11577
5114,Mercedes,GLA,2014,3.5,Diesel,Manual,28412,2,1,11231
5115,Hyundai,Tucson,2010,1.5,Electric,Manual,64600,4,1,9308
5116,Hyundai,Tucson,2007,2.4,Petrol,Semi-Automatic,52610,5,1,7547
5117,Volkswagen,Passat,2011,3.9,Diesel,Automatic,108980,3,5,10620
5118,Hyundai,Sonata,2020,3.7,Petrol,Automatic,94279,5,1,13414
5119,Chevrolet,Equinox,2001,3.9,Diesel,Automatic,295409,5,2,3891
5120,BMW,5 Series,2000,3.7,Petrol,Manual,255854,5,1,2682
5121,Audi,Q5,2023,2.2,Electric,Semi-Automatic,210515,4,4,10989
5122,Toyota,Corolla,2015,2.8,Electric,Semi-Automatic,39322,3,3,12613
5123,Chevrolet,Equinox,2022,4.0,Hybrid,Automatic,227708,2,2,12645
5124,Chevrolet,Equinox,2010,4.9,Hybrid,Manual,122265,3,5,10554
5125,Audi,A3,2018,3.4,Hybrid,Automatic,203904,3,1,11321
5126,BMW,5 Series,2022,3.2,Electric,Semi-Automatic,95298,4,4,13994
5127,Kia,Rio,2016,1.3,Electric,Automatic,152889,2,3,10642
5128,Audi,A3,2018,4.1,Hybrid,Semi-Automatic,174581,2,2,11108
5129,Ford,Focus,2012,4.0,Petrol,Automatic,112245,4,3,10955
5130,Honda,Civic,2019,3.1,Electric,Semi-Automatic,244576,2,1,10008
5131,Audi,A4,2002,4.3,Diesel,Manual,190432,5,2,5191
5132,Toyota,RAV4,2012,3.3,Diesel,Semi-Automatic,229540,3,5,6409
5133,Volkswagen,Golf,2014,3.5,Petrol,Semi-Automatic,10313,5,1,11593
5134,Volkswagen,Golf,2007,1.5,Diesel,Manual,108975,4,5,5520
5135,Hyundai,Elantra,2001,1.7,Diesel,Manual,96682,3,2,4166
5136,Chevrolet,Impala,2005,1.3,Hybrid,Semi-Automatic,259845,4,1,2703
5137,Kia,Sportage,2023,2.6,Hybrid,Manual,12782,4,5,14344
5138,BMW,5 Series,2010,4.4,Petrol,Automatic,100916,5,1,10981
5139,Hyundai,Elantra,2021,1.3,Petrol,Semi-Automatic,224450,4,5,7211
5140,Audi,Q5,2020,1.6,Petrol,Manual,216535,5,2,7369
5141,Audi,A4,2010,1.3,Hybrid,Manual,296477,5,1,3470
5142,Chevrolet,Equinox,2008,3.4,Electric,Automatic,10514,4,4,13189
5143,Toyota,RAV4,2007,4.1,Hybrid,Semi-Automatic,48779,4,3,10324
5144,Chevrolet,Equinox,2017,1.5,Diesel,Automatic,21348,2,3,11773
5145,Kia,Sportage,2002,1.7,Diesel,Automatic,216695,4,5,3566
5146,Chevrolet,Malibu,2012,4.4,Electric,Semi-Automatic,32248,4,5,13455
5147,Mercedes,GLA,2006,2.2,Petrol,Semi-Automatic,273418,2,1,2631
5148,Ford,Focus,2022,2.8,Petrol,Semi-Automatic,237066,4,4,8758
5149,Honda,Accord,2016,2.1,Electric,Semi-Automatic,45443,3,5,12091
5150,Honda,Accord,2017,1.3,Diesel,Semi-Automatic,207159,4,3,6356
5151,BMW,3 Series,2019,4.1,Petrol,Manual,278533,2,3,8329
5152,Ford,Explorer,2001,4.3,Diesel,Manual,151405,3,1,5671
5153,Hyundai,Elantra,2008,1.2,Petrol,Automatic,143247,2,2,6335
5154,Chevrolet,Equinox,2004,3.2,Diesel,Manual,74664,4,4,7006
5155,Volkswagen,Golf,2009,4.8,Petrol,Automatic,23300,4,1,12634
5156,Toyota,Camry,2014,1.5,Petrol,Semi-Automatic,11197,3,1,9576
5157,Kia,Sportage,2011,3.1,Electric,Manual,31392,3,4,11872
5158,Ford,Focus,2020,2.1,Diesel,Automatic,57798,2,2,12544
5159,Honda,Accord,2004,3.3,Electric,Semi-Automatic,261564,3,5,5368
5160,BMW,5 Series,2002,4.6,Diesel,Semi-Automatic,110524,3,2,7089
5161,Ford,Fiesta,2012,2.4,Diesel,Manual,127719,3,2,7545
5162,Mercedes,GLA,2016,4.3,Petrol,Semi-Automatic,2209,5,1,13155
5163,Honda,Accord,2014,1.7,Petrol,Semi-Automatic,245079,3,5,5098
5164,Honda,Accord,2011,2.7,Diesel,Semi-Automatic,245324,5,3,5193
5165,Mercedes,GLA,2022,4.3,Electric,Semi-Automatic,230697,5,3,12386
5166,Volkswagen,Passat,2022,4.1,Electric,Semi-Automatic,85911,3,5,15081
5167,Audi,A3,2012,4.6,Petrol,Semi-Automatic,156267,2,2,9174
5168,Audi,A3,2015,1.9,Hybrid,Manual,169511,4,4,8109
5169,Chevrolet,Impala,2013,3.5,Hybrid,Automatic,294864,4,5,8102
5170,BMW,5 Series,2005,1.5,Petrol,Semi-Automatic,235838,3,3,2383
5171,Chevrolet,Malibu,2016,1.4,Petrol,Semi-Automatic,10487,4,1,10090
5172,Toyota,Camry,2015,3.7,Petrol,Semi-Automatic,247840,2,4,7343
5173,Audi,A3,2019,2.7,Electric,Manual,102946,5,4,12441
5174,Mercedes,C-Class,2016,4.6,Hybrid,Semi-Automatic,284758,3,3,8804
5175,Hyundai,Sonata,2003,2.3,Diesel,Manual,81667,5,2,5666
5176,BMW,X5,2021,1.2,Electric,Manual,145314,5,5,10693
5177,BMW,X5,2007,1.4,Diesel,Manual,259110,4,3,2417
5178,BMW,5 Series,2001,2.9,Electric,Semi-Automatic,146906,4,2,6361
5179,Toyota,RAV4,2017,4.1,Hybrid,Semi-Automatic,251465,5,3,9270
5180,BMW,3 Series,2000,4.6,Hybrid,Automatic,283980,2,4,5520
5181,Mercedes,C-Class,2020,1.2,Electric,Semi-Automatic,151441,4,5,10271
5182,Chevrolet,Malibu,2014,4.6,Petrol,Semi-Automatic,136120,2,1,10177
5183,Ford,Focus,2015,2.2,Electric,Manual,73374,2,4,11332
5184,Volkswagen,Golf,2008,2.5,Hybrid,Semi-Automatic,29154,4,3,9416
5185,Volkswagen,Passat,2006,1.0,Hybrid,Manual,76240,5,1,6375
5186,Mercedes,C-Class,2023,2.5,Petrol,Manual,165125,5,3,10197
5187,Audi,A4,2007,3.4,Diesel,Manual,277857,2,4,4042
5188,Audi,Q5,2009,4.8,Diesel,Semi-Automatic,111883,4,2,9362
5189,Toyota,Corolla,2003,3.7,Hybrid,Manual,233396,4,3,5032
5190,Honda,Civic,2022,4.5,Electric,Automatic,160884,2,2,15482
5191,Honda,CR-V,2015,4.5,Electric,Semi-Automatic,223211,3,5,10635
5192,Honda,Civic,2004,4.7,Electric,Automatic,18312,2,5,13133
5193,Kia,Sportage,2010,4.8,Hybrid,Manual,25252,5,1,12394
5194,Ford,Explorer,2016,1.9,Electric,Automatic,177593,5,3,10748
5195,Audi,A3,2006,2.3,Electric,Manual,34506,5,5,9509
5196,Volkswagen,Passat,2010,2.7,Hybrid,Semi-Automatic,277522,3,5,5249
5197,Audi,Q5,2016,4.3,Petrol,Automatic,19910,4,1,14301
5198,Hyundai,Elantra,2007,4.6,Hybrid,Semi-Automatic,194421,5,2,7911
5199,Honda,CR-V,2011,4.3,Electric,Manual,140087,4,4,10898
5200,BMW,3 Series,2013,4.9,Electric,Automatic,185547,3,2,12689
5201,Chevrolet,Malibu,2001,4.0,Petrol,Manual,116934,2,2,6061
5202,Kia,Optima,2009,1.3,Petrol,Semi-Automatic,93529,2,5,6229
5203,Toyota,RAV4,2017,2.5,Petrol,Automatic,239057,3,1,8418
5204,BMW,5 Series,2015,4.0,Hybrid,Manual,273881,4,1,8122
5205,Volkswagen,Passat,2010,4.8,Diesel,Automatic,47000,2,4,12460
5206,Chevrolet,Equinox,2022,3.0,Hybrid,Manual,163626,5,3,11427
5207,Kia,Optima,2022,1.7,Petrol,Semi-Automatic,95607,4,1,10487
5208,Toyota,Corolla,2012,1.1,Petrol,Automatic,97308,3,5,8353
5209,Hyundai,Elantra,2007,2.6,Hybrid,Automatic,147570,3,1,8348
5210,BMW,3 Series,2020,2.5,Hybrid,Automatic,170703,5,4,11685
5211,Hyundai,Elantra,2014,3.3,Electric,Semi-Automatic,20257,5,4,13194
5212,Mercedes,E-Class,2020,5.0,Petrol,Manual,76117,2,1,13577
5213,Ford,Focus,2018,1.7,Petrol,Automatic,58300,3,4,11534
5214,Volkswagen,Passat,2012,3.4,Petrol,Automatic,30947,4,3,11981
5215,Audi,A3,2008,3.8,Diesel,Automatic,20733,5,1,11385
5216,Toyota,Camry,2009,4.3,Hybrid,Automatic,159168,2,5,10416
5217,Hyundai,Tucson,2021,3.3,Electric,Manual,14806,3,4,15403
5218,Ford,Fiesta,2008,4.6,Hybrid,Manual,57674,5,4,10946
5219,Kia,Rio,2001,4.3,Electric,Manual,235657,5,3,5986
5220,Honda,Accord,2005,2.8,Diesel,Automatic,256054,2,2,4778
5221,Honda,Accord,2015,4.8,Petrol,Automatic,250739,5,3,9885
5222,Toyota,Corolla,2000,1.9,Petrol,Automatic,192250,2,4,3655
5223,Kia,Rio,2000,1.4,Petrol,Semi-Automatic,57267,2,5,4354
5224,Audi,A3,2017,3.8,Electric,Automatic,49554,5,5,15508
5225,Volkswagen,Tiguan,2017,5.0,Electric,Manual,292452,3,4,10350
5226,Kia,Rio,2013,4.0,Petrol,Automatic,17685,2,5,13146
5227,Audi,Q5,2002,3.5,Diesel,Manual,112872,2,1,5942
5228,Hyundai,Sonata,2002,4.7,Petrol,Semi-Automatic,74979,5,2,7900
5229,Ford,Fiesta,2002,3.8,Electric,Automatic,260780,4,5,6784
5230,Toyota,RAV4,2018,3.0,Petrol,Manual,204064,4,3,8418
5231,Kia,Rio,2003,1.1,Diesel,Semi-Automatic,168932,4,4,2721
5232,Toyota,RAV4,2017,3.9,Hybrid,Semi-Automatic,43388,5,3,13232
5233,Volkswagen,Golf,2014,3.0,Petrol,Automatic,93821,2,3,10923
5234,BMW,X5,2011,2.6,Electric,Automatic,269345,2,5,8113
5235,Mercedes,E-Class,2013,3.0,Diesel,Manual,245000,5,5,6100
5236,Ford,Focus,2007,2.1,Hybrid,Automatic,176425,2,3,7271
5237,Volkswagen,Passat,2015,3.8,Petrol,Semi-Automatic,94430,3,5,10511
5238,Hyundai,Tucson,2012,1.0,Petrol,Manual,271967,2,3,3260
5239,Chevrolet,Malibu,2017,3.6,Hybrid,Automatic,51803,3,4,14263
5240,Ford,Fiesta,2021,4.8,Petrol,Semi-Automatic,223384,4,4,10732
5241,Hyundai,Sonata,2004,3.6,Diesel,Semi-Automatic,294410,2,4,3011
5242,BMW,X5,2000,1.2,Diesel,Semi-Automatic,55144,2,4,4197
5243,Mercedes,E-Class,2010,1.2,Hybrid,Semi-Automatic,123384,3,5,6832
5244,Chevrolet,Impala,2006,1.0,Petrol,Automatic,292875,3,3,2542
5245,Mercedes,C-Class,2015,3.9,Petrol,Automatic,89148,2,1,12217
5246,Toyota,RAV4,2004,2.8,Petrol,Manual,133781,2,1,5424
5247,Hyundai,Elantra,2012,2.0,Diesel,Semi-Automatic,60840,2,2,8483
5248,Toyota,Corolla,2006,3.8,Electric,Manual,175532,3,5,8189
5249,Audi,A3,2013,2.6,Diesel,Automatic,30790,3,2,11484
5250,Toyota,RAV4,2002,3.2,Hybrid,Automatic,281791,5,1,4764
5251,Hyundai,Tucson,2009,2.4,Diesel,Automatic,69120,4,4,9317
5252,Ford,Focus,2015,3.6,Diesel,Manual,61778,3,2,10964
5253,Audi,A3,2007,2.2,Hybrid,Automatic,105028,2,2,8799
5254,Chevrolet,Equinox,2020,2.4,Petrol,Manual,194984,4,3,8600
5255,Volkswagen,Golf,2007,1.4,Hybrid,Manual,247895,4,4,3642
5256,Mercedes,E-Class,2015,1.5,Hybrid,Automatic,31787,5,4,11964
5257,Volkswagen,Golf,2016,3.4,Diesel,Semi-Automatic,135013,4,1,9599
5258,Hyundai,Sonata,2022,1.5,Diesel,Semi-Automatic,107093,5,5,10058
5259,Mercedes,E-Class,2013,4.0,Hybrid,Manual,54259,5,1,11914
5260,Kia,Rio,2023,4.9,Hybrid,Manual,247470,5,1,11950
5261,Kia,Optima,2021,2.2,Hybrid,Automatic,54120,4,3,14017
5262,Volkswagen,Tiguan,2011,2.5,Diesel,Semi-Automatic,113625,2,5,7627
5263,Toyota,Corolla,2021,2.3,Petrol,Semi-Automatic,235502,5,4,7989
5264,Kia,Sportage,2017,3.6,Hybrid,Automatic,74760,3,5,13804
5265,Ford,Fiesta,2003,2.7,Electric,Semi-Automatic,60456,5,4,8490
5266,Toyota,Corolla,2023,2.6,Hybrid,Manual,224245,4,4,10115
5267,Chevrolet,Malibu,2000,2.2,Diesel,Semi-Automatic,174830,4,3,2803
5268,Audi,A3,2013,4.5,Diesel,Manual,20401,4,2,12091
5269,Ford,Explorer,2002,4.0,Diesel,Semi-Automatic,173939,3,5,5221
5270,BMW,X5,2008,2.3,Hybrid,Manual,20373,4,2,9392
5271,Volkswagen,Passat,2015,1.8,Hybrid,Manual,95211,4,3,9495
5272,Honda,Civic,2018,4.3,Hybrid,Automatic,18535,4,5,15929
5273,BMW,X5,2008,4.9,Hybrid,Semi-Automatic,43125,4,1,11537
5274,Volkswagen,Golf,2011,3.8,Petrol,Semi-Automatic,132783,5,3,8544
5275,BMW,3 Series,2011,3.8,Diesel,Automatic,230321,5,1,8093
5276,Chevrolet,Impala,2011,3.7,Diesel,Semi-Automatic,16043,4,4,10779
5277,Audi,Q5,2006,2.6,Electric,Automatic,238457,3,5,7230
5278,Volkswagen,Golf,2007,4.2,Diesel,Automatic,86876,3,3,10162
5279,Kia,Rio,2004,1.6,Diesel,Automatic,136217,4,1,5675
5280,Audi,A4,2005,4.1,Petrol,Automatic,71579,4,2,9768
5281,Chevrolet,Impala,2011,1.3,Diesel,Manual,52797,4,2,7644
5282,Volkswagen,Golf,2001,4.4,Electric,Semi-Automatic,69825,2,5,9403
5283,Hyundai,Tucson,2021,4.4,Hybrid,Semi-Automatic,24969,2,5,15300
5284,Honda,CR-V,2022,4.6,Hybrid,Manual,65449,3,3,14991
5285,Toyota,Camry,2011,1.9,Diesel,Semi-Automatic,63287,3,5,8034
5286,Ford,Explorer,2014,1.1,Electric,Manual,142133,5,2,8557
5287,Audi,A3,2022,1.9,Diesel,Manual,166461,4,4,9270
5288,Audi,A3,2006,2.0,Diesel,Manual,229663,2,2,3306
5289,Hyundai,Sonata,2023,3.0,Electric,Automatic,262113,5,1,12257
5290,Honda,CR-V,2022,1.2,Hybrid,Automatic,112858,3,2,12142
5291,Audi,Q5,2016,2.3,Electric,Manual,231726,2,3,8565
5292,Kia,Sportage,2016,3.6,Diesel,Semi-Automatic,164494,3,2,9210
5293,Mercedes,C-Class,2021,4.9,Petrol,Manual,273394,3,5,9832
5294,Toyota,Camry,2001,3.7,Hybrid,Automatic,213223,2,1,6335
5295,Kia,Optima,2022,2.6,Diesel,Automatic,157417,3,4,11651
5296,Audi,Q5,2010,4.1,Diesel,Semi-Automatic,148960,4,1,8220
5297,Chevrolet,Impala,2006,3.9,Hybrid,Automatic,13653,5,2,12026
5298,Chevrolet,Malibu,2021,4.6,Electric,Automatic,59420,3,3,17311
5299,Hyundai,Elantra,2000,3.6,Electric,Automatic,57404,4,1,10051
5300,Volkswagen,Golf,2004,2.8,Diesel,Manual,113910,4,4,5821
5301,Volkswagen,Passat,2020,3.6,Petrol,Semi-Automatic,61596,3,1,12468
5302,Toyota,Camry,2007,4.2,Petrol,Semi-Automatic,134335,2,5,7713
5303,Audi,Q5,2006,2.2,Petrol,Manual,189950,3,4,4301
5304,Honda,CR-V,2007,3.3,Diesel,Manual,208574,4,3,5328
5305,Kia,Sportage,2011,3.3,Petrol,Manual,145791,4,4,7784
5306,Mercedes,GLA,2012,3.1,Diesel,Manual,170691,5,3,7386
5307,BMW,3 Series,2011,3.9,Diesel,Automatic,108946,4,5,10621
5308,Honda,Accord,2013,4.5,Diesel,Manual,192153,2,4,8656
5309,Mercedes,C-Class,2017,4.1,Petrol,Automatic,161441,3,3,11571
5310,Mercedes,C-Class,2023,5.0,Petrol,Semi-Automatic,146333,4,1,13073
5311,Ford,Explorer,2002,3.6,Hybrid,Semi-Automatic,39868,5,5,8502
5312,Chevrolet,Impala,2007,3.5,Diesel,Automatic,37419,5,4,10451
5313,BMW,X5,2009,1.0,Electric,Automatic,115516,5,2,8989
5314,Honda,CR-V,2018,4.4,Hybrid,Manual,137569,2,5,12148
5315,Toyota,Corolla,2011,2.0,Hybrid,Semi-Automatic,159763,4,1,7204
5316,Mercedes,GLA,2001,2.1,Petrol,Automatic,3660,3,5,7926
5317,Audi,A4,2002,1.6,Diesel,Automatic,157963,3,3,4640
5318,Audi,A4,2010,4.7,Hybrid,Manual,135927,5,3,10081
5319,Hyundai,Elantra,2015,2.9,Petrol,Semi-Automatic,109966,2,5,9300
5320,Ford,Focus,2001,3.0,Hybrid,Manual,225876,5,2,3882
5321,Mercedes,E-Class,2014,3.5,Electric,Automatic,127296,2,2,12754
5322,Kia,Sportage,2020,1.7,Petrol,Automatic,142997,5,2,10440
5323,Audi,Q5,2000,2.2,Hybrid,Semi-Automatic,239896,2,3,2502
5324,Toyota,Camry,2011,5.0,Diesel,Automatic,234330,4,4,9213
5325,Audi,Q5,2007,4.3,Hybrid,Automatic,97271,2,1,11054
5326,Honda,Accord,2020,4.6,Electric,Manual,153639,4,3,13627
5327,Volkswagen,Tiguan,2018,3.0,Diesel,Manual,45542,4,2,11589
5328,Volkswagen,Tiguan,2011,3.1,Petrol,Manual,285178,2,3,4796
5329,Audi,Q5,2009,1.3,Diesel,Manual,218099,4,4,3738
5330,Toyota,Camry,2012,2.1,Diesel,Manual,216885,3,1,5462
5331,BMW,5 Series,2007,4.3,Hybrid,Automatic,255700,2,1,7886
5332,Volkswagen,Passat,2011,3.8,Electric,Semi-Automatic,14501,4,5,12909
5333,Honda,Civic,2006,3.7,Diesel,Automatic,245945,3,4,6181
5334,Mercedes,GLA,2007,4.2,Diesel,Automatic,93955,5,2,10020
5335,Kia,Optima,2012,3.9,Diesel,Automatic,109956,5,5,10900
5336,Chevrolet,Equinox,2020,3.8,Hybrid,Automatic,269598,4,5,11008
5337,Audi,A4,2012,1.9,Electric,Manual,45262,4,5,10694
5338,Volkswagen,Passat,2007,3.2,Electric,Manual,198453,3,1,7430
5339,Volkswagen,Passat,2017,2.4,Hybrid,Automatic,137364,5,2,11352
5340,Audi,Q5,2001,2.3,Petrol,Semi-Automatic,34035,3,3,6019
5341,Honda,Civic,2005,1.6,Electric,Automatic,138872,5,4,7922
5342,Audi,A3,2020,3.0,Diesel,Manual,199431,3,4,9111
5343,Volkswagen,Passat,2021,3.8,Diesel,Manual,248446,3,3,9231
5344,Mercedes,GLA,2010,2.9,Electric,Automatic,17141,5,5,13157
5345,Hyundai,Sonata,2009,2.1,Diesel,Manual,258,4,1,8894
5346,BMW,3 Series,2002,1.1,Hybrid,Semi-Automatic,143151,2,4,3936
5347,BMW,5 Series,2022,3.2,Diesel,Semi-Automatic,26126,3,1,13377
5348,Audi,Q5,2011,4.5,Petrol,Automatic,277409,3,5,7851
5349,Kia,Optima,2015,4.2,Diesel,Semi-Automatic,174612,5,3,9307
5350,Mercedes,E-Class,2001,4.7,Electric,Manual,247365,4,3,6152
5351,Hyundai,Elantra,2006,4.4,Petrol,Manual,4533,3,1,10209
5352,Ford,Explorer,2017,1.5,Hybrid,Manual,185616,2,1,7987
5353,Mercedes,GLA,2006,1.3,Electric,Manual,35764,4,2,8484
5354,BMW,3 Series,2004,1.4,Petrol,Manual,96827,5,2,4763
5355,Kia,Optima,2013,2.2,Diesel,Manual,103277,5,3,8134
5356,BMW,5 Series,2001,2.5,Diesel,Semi-Automatic,201185,4,1,2876
5357,Toyota,Camry,2005,3.9,Electric,Manual,36092,2,4,10778
5358,Hyundai,Sonata,2019,3.0,Petrol,Automatic,64584,2,3,13008
5359,Audi,Q5,2002,2.0,Petrol,Automatic,270098,3,3,2798
5360,BMW,X5,2021,3.5,Electric,Automatic,225793,3,4,12884
5361,Honda,Civic,2012,1.6,Petrol,Automatic,276281,4,3,5274
5362,Hyundai,Tucson,2021,1.1,Hybrid,Automatic,165941,4,1,10681
5363,Ford,Focus,2008,4.8,Electric,Manual,190302,5,1,9493
5364,Audi,Q5,2010,2.1,Hybrid,Automatic,59470,3,5,10510
5365,Mercedes,GLA,2011,1.9,Electric,Manual,30403,2,3,10691
5366,Ford,Focus,2005,2.6,Petrol,Automatic,262282,5,5,4454
5367,Ford,Fiesta,2006,3.7,Diesel,Automatic,56639,5,1,9967
5368,Ford,Fiesta,2008,5.0,Diesel,Semi-Automatic,291457,4,4,5670
5369,Hyundai,Sonata,2008,4.2,Diesel,Semi-Automatic,165677,2,4,7386
5370,Ford,Focus,2006,4.4,Hybrid,Automatic,76550,5,1,11269
5371,Chevrolet,Malibu,2017,1.2,Petrol,Automatic,192701,3,4,8045
5372,Hyundai,Tucson,2020,2.0,Petrol,Semi-Automatic,93264,3,3,10234
5373,Chevrolet,Equinox,2015,2.8,Diesel,Automatic,156778,4,3,9764
5374,Kia,Optima,2008,3.2,Electric,Semi-Automatic,85397,2,3,9992
5375,Ford,Fiesta,2023,3.8,Electric,Automatic,216961,5,4,13960
5376,Kia,Sportage,2000,4.3,Hybrid,Semi-Automatic,190770,2,3,5584
5377,Mercedes,E-Class,2019,3.5,Diesel,Semi-Automatic,195620,2,1,9387
5378,Kia,Rio,2010,1.3,Petrol,Semi-Automatic,150265,2,3,5394
5379,BMW,3 Series,2022,3.0,Diesel,Automatic,292241,3,1,9355
5380,BMW,X5,2009,2.4,Diesel,Semi-Automatic,267260,5,4,3854
5381,BMW,5 Series,2020,1.6,Hybrid,Automatic,35830,3,2,13483
5382,BMW,3 Series,2005,4.0,Diesel,Semi-Automatic,240538,3,2,4789
5383,Kia,Rio,2019,2.4,Petrol,Manual,294864,4,2,6302
5384,Chevrolet,Impala,2023,1.7,Diesel,Semi-Automatic,109838,3,2,10503
5385,Audi,Q5,2003,3.5,Diesel,Semi-Automatic,13919,3,4,8221
5386,Toyota,RAV4,2016,2.7,Electric,Semi-Automatic,150220,4,5,10595
5387,Honda,Accord,2007,4.1,Electric,Automatic,210029,3,2,9599
5388,Ford,Focus,2015,2.4,Electric,Semi-Automatic,14293,2,3,12714
5389,Kia,Optima,2002,1.0,Diesel,Automatic,62764,3,5,5944
5390,BMW,X5,2006,4.5,Petrol,Semi-Automatic,54111,5,5,9317
5391,Hyundai,Sonata,2010,1.5,Petrol,Semi-Automatic,54123,2,2,7517
5392,Toyota,Corolla,2008,3.7,Hybrid,Semi-Automatic,176021,3,2,7679
