Brand,Model,Year,Transmission,Mileage,Price
Audi,A3,2017,Manual,139597,8508
Volkswagen,Passat,2009,Automatic,128629,9727
Ford,Explorer,2021,Manual,158797,10624
Volkswagen,Golf,2022,Automatic,28189,16236
Mercedes,E-Class,2008,Manual,122293,9854
Ford,Focus,2003,Semi-Automatic,106969,8460
Mercedes,C-Class,2006,Automatic,82363,6852
Volkswagen,Golf,2008,Automatic,138770,9824
Honda,Accord,2018,Semi-Automatic,9387,14412
Volkswagen,Golf,2016,Manual,123385,11432
Audi,A4,2012,Manual,189813,9203
Honda,CR-V,2007,Automatic,219232,7215
Audi,A3,2023,Manual,282010,9059
Volkswagen,Tiguan,2006,Manual,142319,4353
Kia,Optima,2003,Automatic,234455,5510
Toyota,RAV4,2023,Manual,209016,8619
BMW,X5,2002,Manual,220206,5095
Chevrolet,Impala,2022,Automatic,46403,15771
Hyundai,Elantra,2011,Semi-Automatic,282627,5747
Honda,Civic,2010,Manual,241911,7161
Volkswagen,Passat,2006,Semi-Automatic,70731,6085
Chevrolet,Equinox,2020,Automatic,149891,12802
Mercedes,E-Class,2006,Semi-Automatic,28024,11139
Hyundai,Sonata,2023,Automatic,262483,11550
Mercedes,E-Class,2014,Semi-Automatic,222972,8840
BMW,5 Series,2005,Automatic,212121,4057
Volkswagen,Tiguan,2002,Automatic,135483,6190
Chevrolet,Equinox,2008,Manual,14689,10306
Audi,A4,2015,Automatic,135789,11084
Mercedes,E-Class,2001,Automatic,217570,8448
Chevrolet,Equinox,2003,Semi-Automatic,237661,2446
Hyundai,Sonata,2018,Automatic,43735,13225
Ford,Focus,2015,Automatic,198182,8836
Toyota,Corolla,2018,Manual,6014,11279
Toyota,Camry,2014,Manual,80761,11284
Honda,Accord,2005,Manual,263013,5439
Ford,Fiesta,2008,Semi-Automatic,53852,6922
Mercedes,GLA,2007,Manual,98804,10323
Kia,Rio,2017,Semi-Automatic,256309,6673
BMW,X5,2010,Semi-Automatic,278530,3229
Ford,Focus,2002,Automatic,64826,10403
Audi,A3,2015,Semi-Automatic,37658,14046
Chevrolet,Malibu,2005,Manual,221125,3377
Honda,CR-V,2012,Automatic,124602,10507
Kia,Rio,2020,Manual,243563,11528
Toyota,RAV4,2017,Semi-Automatic,75192,11996
Hyundai,Elantra,2008,Semi-Automatic,253573,7528
Volkswagen,Passat,2001,Manual,9556,10508
Honda,Accord,2012,Manual,277552,6648
Volkswagen,Golf,2011,Manual,263857,7022
BMW,3 Series,2014,Manual,152396,9652
Volkswagen,Passat,2022,Manual,417,12991
Volkswagen,Tiguan,2009,Automatic,267861,7042
Mercedes,E-Class,2015,Manual,79337,12113
Ford,Explorer,2012,Automatic,81363,8772
Kia,Sportage,2004,Semi-Automatic,245544,3189
Volkswagen,Passat,2011,Automatic,124584,10708
Honda,CR-V,2023,Automatic,10046,17899
Chevrolet,Equinox,2022,Automatic,224603,13507
Ford,Fiesta,2001,Semi-Automatic,98089,6538
BMW,5 Series,2017,Semi-Automatic,213273,9634
Mercedes,C-Class,2010,Manual,222606,5947
Toyota,RAV4,2009,Semi-Automatic,205898,6482
Audi,A3,2003,Semi-Automatic,56812,6863
Honda,Accord,2009,Automatic,234060,4718
Audi,Q5,2005,Semi-Automatic,117063,7858
Mercedes,C-Class,2016,Automatic,289394,8012
Honda,Civic,2004,Manual,285865,2000
Audi,Q5,2004,Manual,286397,3072
Kia,Optima,2004,Manual,64560,6708
Chevrolet,Impala,2007,Automatic,266090,5378
Audi,Q5,2014,Manual,264067,5318
Mercedes,C-Class,2002,Manual,266145,2977
BMW,X5,2013,Semi-Automatic,181750,10465
Toyota,Camry,2018,Manual,124980,10800
Honda,Accord,2018,Semi-Automatic,25650,13887
BMW,X5,2021,Manual,37097,13558
Volkswagen,Golf,2022,Semi-Automatic,92396,11852
Chevrolet,Equinox,2000,Semi-Automatic,80366,8992
Hyundai,Elantra,2020,Semi-Automatic,293131,9537
Volkswagen,Passat,2006,Semi-Automatic,8618,11627
Ford,Focus,2002,Automatic,295693,3086
Mercedes,E-Class,2003,Semi-Automatic,225791,6284
Hyundai,Tucson,2015,Semi-Automatic,174677,6806
Honda,Civic,2020,Manual,293230,10435
Hyundai,Sonata,2019,Manual,4457,13510
Toyota,Camry,2021,Semi-Automatic,287953,9940
BMW,X5,2013,Manual,226521,7869
Volkswagen,Tiguan,2017,Manual,28687,13226
Chevrolet,Malibu,2006,Semi-Automatic,246743,4765
BMW,5 Series,2011,Automatic,9200,12616
Ford,Explorer,2020,Manual,99801,13303
Honda,CR-V,2023,Automatic,254910,11801
BMW,X5,2009,Semi-Automatic,281531,2969
Mercedes,C-Class,2000,Automatic,63178,7936
Chevrolet,Impala,2002,Automatic,172244,7155
Kia,Sportage,2014,Manual,281184,6976
BMW,3 Series,2005,Automatic,284282,5214
Ford,Fiesta,2007,Manual,72721,6445
Honda,Accord,2022,Manual,139526,10409
Mercedes,C-Class,2000,Automatic,176656,3966
Honda,CR-V,2015,Automatic,161128,9777
BMW,5 Series,2007,Semi-Automatic,44190,11116
Toyota,RAV4,2019,Manual,219160,9216
Audi,Q5,2003,Automatic,145451,6990
Toyota,Camry,2008,Semi-Automatic,218996,6220
Mercedes,E-Class,2011,Automatic,144713,10905
Volkswagen,Passat,2005,Semi-Automatic,63998,10220
Toyota,Camry,2009,Manual,76365,6572
Chevrolet,Malibu,2002,Semi-Automatic,1017,7379
Toyota,Corolla,2013,Automatic,164717,8505
BMW,X5,2007,Automatic,197012,8759
Toyota,Corolla,2003,Semi-Automatic,58491,7830
Ford,Fiesta,2021,Manual,140833,12383
Toyota,Camry,2022,Manual,94565,14508
Mercedes,GLA,2017,Manual,118731,9125
Kia,Rio,2000,Automatic,268371,2000
Hyundai,Tucson,2023,Semi-Automatic,216687,8366
Hyundai,Elantra,2014,Semi-Automatic,133831,10423
BMW,3 Series,2013,Automatic,258231,7635
Mercedes,E-Class,2015,Semi-Automatic,194132,8217
Kia,Optima,2008,Manual,69323,10213
Volkswagen,Tiguan,2014,Manual,221431,6671
Chevrolet,Equinox,2013,Semi-Automatic,45594,10688
Volkswagen,Passat,2007,Manual,234437,7911
Ford,Fiesta,2016,Semi-Automatic,157592,11048
Volkswagen,Tiguan,2014,Automatic,89812,9103
Mercedes,C-Class,2022,Semi-Automatic,91711,12765
BMW,X5,2007,Manual,228508,4529
Mercedes,C-Class,2001,Semi-Automatic,57633,8047
Volkswagen,Passat,2016,Automatic,224391,9212
Honda,CR-V,2007,Semi-Automatic,140815,5583
Mercedes,GLA,2023,Manual,161994,13060
Mercedes,E-Class,2016,Semi-Automatic,179450,10711
Volkswagen,Golf,2020,Automatic,97270,14054
Kia,Rio,2021,Automatic,190197,13396
BMW,X5,2015,Semi-Automatic,115023,9499
Ford,Fiesta,2013,Semi-Automatic,431,9491
Kia,Sportage,2004,Automatic,25432,9091
Honda,Accord,2002,Automatic,223989,4520
Ford,Explorer,2011,Automatic,236894,5462
Mercedes,GLA,2020,Semi-Automatic,222732,7745
Hyundai,Sonata,2007,Automatic,79562,8708
Hyundai,Elantra,2001,Manual,113743,7725
Ford,Focus,2006,Automatic,186095,8878
Audi,Q5,2012,Manual,162020,9259
Audi,A4,2004,Automatic,57078,7958
Kia,Sportage,2017,Automatic,170136,10997
Mercedes,GLA,2006,Semi-Automatic,133838,7023
Volkswagen,Golf,2021,Automatic,203620,11127
Volkswagen,Tiguan,2013,Manual,206247,8275
Chevrolet,Impala,2018,Automatic,143684,13326
Honda,CR-V,2004,Manual,154124,6817
Mercedes,E-Class,2021,Automatic,256895,10862
Honda,CR-V,2006,Semi-Automatic,90587,9288
BMW,3 Series,2017,Automatic,205604,12087
Hyundai,Sonata,2001,Automatic,19717,8805
Toyota,Corolla,2010,Automatic,199971,9500
Volkswagen,Golf,2012,Manual,134814,7603
Chevrolet,Impala,2018,Manual,105450,8491
Hyundai,Tucson,2009,Automatic,99134,12817
Kia,Sportage,2020,Semi-Automatic,60072,13298
Volkswagen,Tiguan,2010,Manual,26122,8577
Toyota,RAV4,2005,Automatic,171673,5066
Toyota,RAV4,2000,Manual,101716,6665
BMW,5 Series,2002,Automatic,274790,4004
Toyota,Camry,2018,Automatic,143904,11421
Mercedes,C-Class,2015,Semi-Automatic,77848,11743
Honda,Accord,2019,Automatic,30363,15292
Kia,Rio,2010,Semi-Automatic,64193,12116
Audi,A4,2009,Semi-Automatic,252079,4058
Mercedes,GLA,2020,Automatic,167685,10246
Kia,Sportage,2014,Manual,289041,6919
Hyundai,Tucson,2005,Semi-Automatic,99815,7703
Toyota,Camry,2012,Automatic,54865,10402
Audi,Q5,2021,Manual,107030,12959
Toyota,Corolla,2014,Manual,106111,9977
Toyota,Camry,2008,Automatic,166039,8079
BMW,3 Series,2012,Automatic,239207,8015
Ford,Fiesta,2006,Semi-Automatic,156582,7568
Volkswagen,Tiguan,2014,Automatic,44446,12811
BMW,3 Series,2023,Manual,44358,14312
Toyota,RAV4,2015,Semi-Automatic,130966,10280
Ford,Focus,2014,Semi-Automatic,60721,11285
Chevrolet,Malibu,2008,Manual,55505,8589
Hyundai,Tucson,2012,Automatic,100102,10497
Toyota,Camry,2021,Manual,296835,6963
Ford,Focus,2006,Automatic,122151,7656
Audi,A3,2005,Manual,237773,2000
BMW,3 Series,2013,Semi-Automatic,147992,7240
Audi,A4,2015,Manual,107186,12356
Kia,Sportage,2019,Semi-Automatic,142965,11040
Hyundai,Elantra,2008,Manual,198986,8920
BMW,X5,2005,Manual,33673,10526
Mercedes,GLA,2015,Semi-Automatic,210969,7980
Honda,Civic,2019,Automatic,233275,8534
Mercedes,GLA,2023,Automatic,187138,15257
Kia,Optima,2018,Manual,246762,7764
Hyundai,Tucson,2023,Semi-Automatic,10828,14383
Toyota,Corolla,2001,Automatic,140753,4184
Hyundai,Elantra,2001,Semi-Automatic,102606,6947
Toyota,Camry,2000,Semi-Automatic,30953,4980
Kia,Sportage,2010,Semi-Automatic,22296,9154
Hyundai,Sonata,2014,Semi-Automatic,284414,6311
Kia,Sportage,2016,Automatic,204160,13016
Honda,CR-V,2000,Automatic,2556,8648
Audi,A4,2023,Manual,67091,14458
Kia,Rio,2022,Semi-Automatic,51997,13360
Audi,A4,2008,Semi-Automatic,6390,8372
Audi,Q5,2013,Semi-Automatic,45081,9098
Toyota,Camry,2019,Semi-Automatic,147790,12544
Toyota,Camry,2022,Automatic,52344,15753
Chevrolet,Malibu,2013,Manual,41577,9868
Ford,Explorer,2023,Semi-Automatic,12478,14950
Volkswagen,Tiguan,2002,Semi-Automatic,285470,2000
Kia,Sportage,2011,Semi-Automatic,72356,7452
Mercedes,E-Class,2022,Semi-Automatic,287,14794
Audi,A4,2004,Semi-Automatic,225565,2388
Audi,Q5,2006,Semi-Automatic,259783,2704
Ford,Fiesta,2011,Semi-Automatic,122858,9142
Chevrolet,Malibu,2013,Automatic,116174,8476
Audi,A4,2012,Manual,71925,11961
Ford,Explorer,2011,Manual,193499,6830
Volkswagen,Passat,2018,Semi-Automatic,77777,11444
Kia,Optima,2004,Manual,27807,9543
Ford,Focus,2000,Manual,257726,3745
Honda,Civic,2013,Semi-Automatic,168222,8335
Volkswagen,Golf,2005,Automatic,92903,7841
Mercedes,C-Class,2001,Manual,147004,6259
Ford,Fiesta,2000,Manual,163947,6021
Volkswagen,Tiguan,2003,Automatic,17614,9947
BMW,5 Series,2006,Semi-Automatic,22158,7856
Kia,Sportage,2020,Automatic,122890,11342
BMW,3 Series,2012,Manual,22497,10050
Kia,Optima,2012,Manual,101331,8473
Toyota,RAV4,2021,Manual,286903,6061
Toyota,RAV4,2020,Automatic,148675,11226
Ford,Focus,2012,Semi-Automatic,64922,11501
Ford,Explorer,2003,Semi-Automatic,218024,3339
Kia,Rio,2011,Manual,52300,7754
Toyota,Corolla,2015,Manual,194995,7100
BMW,3 Series,2000,Automatic,28961,9120
BMW,5 Series,2005,Automatic,197972,4240
Ford,Focus,2022,Semi-Automatic,148702,11525
Honda,Civic,2016,Automatic,210863,11782
Mercedes,GLA,2021,Manual,9696,13206
Honda,Accord,2019,Manual,7642,13147
Ford,Focus,2003,Semi-Automatic,269645,3007
Kia,Optima,2017,Automatic,166170,11976
Volkswagen,Golf,2010,Automatic,226146,10577
BMW,X5,2013,Automatic,195173,10696
Mercedes,C-Class,2020,Automatic,53294,16134
Honda,CR-V,2016,Semi-Automatic,224808,10203
Audi,Q5,2018,Automatic,281685,8066
Honda,Accord,2000,Semi-Automatic,68512,5929
Chevrolet,Impala,2001,Semi-Automatic,52291,6854
Mercedes,C-Class,2000,Automatic,196445,4971
Chevrolet,Impala,2019,Automatic,167344,13453
Ford,Explorer,2010,Manual,198438,6631
Audi,A3,2010,Manual,229661,5306
Audi,A4,2009,Automatic,297379,6752
Ford,Fiesta,2021,Automatic,278965,8620
Ford,Focus,2009,Semi-Automatic,275055,4398
Volkswagen,Passat,2009,Automatic,221746,7665
Audi,A4,2001,Automatic,11815,11863
Audi,A4,2013,Manual,128071,7338
Volkswagen,Golf,2005,Semi-Automatic,262975,3940
Hyundai,Sonata,2000,Semi-Automatic,140723,4585
Kia,Sportage,2016,Automatic,123501,10229
Kia,Sportage,2015,Manual,27837,13943
Volkswagen,Passat,2016,Automatic,147698,14146
Kia,Sportage,2014,Automatic,52585,13648
Hyundai,Sonata,2021,Manual,96572,9868
Mercedes,C-Class,2016,Automatic,147888,9142
Honda,Civic,2019,Manual,110369,13492
Volkswagen,Golf,2002,Semi-Automatic,272485,3150
Mercedes,GLA,2023,Manual,209173,9516
Honda,CR-V,2005,Automatic,118274,9634
Mercedes,GLA,2000,Manual,1041,6279
Mercedes,E-Class,2023,Automatic,122492,13250
Toyota,Camry,2020,Manual,210034,8899
Toyota,Camry,2004,Semi-Automatic,293052,2538
Ford,Explorer,2007,Automatic,259756,8704
Chevrolet,Impala,2009,Automatic,115892,9082
Kia,Rio,2014,Automatic,218266,11034
Hyundai,Elantra,2012,Semi-Automatic,39758,8104
Ford,Fiesta,2015,Automatic,250587,11588
Chevrolet,Impala,2000,Automatic,44471,7910
Mercedes,GLA,2012,Semi-Automatic,166952,9260
Mercedes,E-Class,2020,Automatic,10108,14597
Audi,Q5,2001,Manual,15553,9788
Toyota,Corolla,2011,Semi-Automatic,15806,10383
Mercedes,GLA,2021,Semi-Automatic,237836,8743
Mercedes,C-Class,2007,Semi-Automatic,38760,9824
Volkswagen,Golf,2002,Manual,235829,2483
Volkswagen,Passat,2023,Manual,112036,13359
Mercedes,C-Class,2006,Semi-Automatic,179225,3515
Chevrolet,Equinox,2000,Semi-Automatic,184009,6419
Volkswagen,Tiguan,2013,Semi-Automatic,109459,9810
Audi,A3,2000,Semi-Automatic,259907,2601
Hyundai,Tucson,2005,Automatic,172141,8657
Toyota,RAV4,2015,Automatic,263903,6921
Kia,Rio,2022,Manual,120586,11588
BMW,3 Series,2015,Manual,40026,11499
Chevrolet,Impala,2009,Semi-Automatic,202786,5344
Mercedes,C-Class,2018,Semi-Automatic,215331,9893
Audi,Q5,2005,Automatic,281565,5868
Toyota,RAV4,2017,Semi-Automatic,89465,10510
Kia,Optima,2012,Semi-Automatic,281578,4768
Honda,CR-V,2003,Manual,275857,3582
Ford,Focus,2003,Manual,107718,6545
Chevrolet,Impala,2007,Manual,133488,9430
Chevrolet,Malibu,2009,Manual,206720,7865
Ford,Explorer,2023,Automatic,173090,13838
Mercedes,C-Class,2010,Semi-Automatic,52477,11950
Volkswagen,Golf,2008,Manual,4487,7810
Toyota,RAV4,2016,Automatic,58993,13220
Honda,Civic,2021,Automatic,252075,8158
Audi,A3,2010,Automatic,193006,10339
Hyundai,Elantra,2021,Automatic,76879,15662
Chevrolet,Impala,2002,Automatic,225885,4482
Kia,Sportage,2001,Automatic,117992,6840
Honda,Accord,2002,Automatic,75593,7188
Volkswagen,Golf,2021,Manual,245361,8392
Audi,Q5,2016,Automatic,136132,10977
Kia,Rio,2006,Automatic,112756,6844
Mercedes,GLA,2000,Manual,19401,8111
Kia,Optima,2013,Automatic,120919,9381
Ford,Explorer,2021,Semi-Automatic,248883,9722
Ford,Focus,2006,Semi-Automatic,38664,10026
Honda,Civic,2010,Automatic,264213,5015
Mercedes,E-Class,2009,Automatic,235553,9188
Chevrolet,Impala,2022,Automatic,93540,12329
Ford,Focus,2019,Automatic,277052,9358
Hyundai,Elantra,2022,Manual,8157,13836
Toyota,RAV4,2002,Manual,112578,4648
Honda,Civic,2006,Automatic,42069,9258
Volkswagen,Golf,2005,Semi-Automatic,285877,5282
BMW,3 Series,2001,Semi-Automatic,61962,7060
Honda,Accord,2010,Semi-Automatic,11720,9565
Volkswagen,Passat,2012,Semi-Automatic,122118,7057
Audi,Q5,2010,Manual,160040,9299
BMW,5 Series,2013,Automatic,127507,11849
Audi,Q5,2003,Semi-Automatic,181314,2873
Hyundai,Elantra,2006,Semi-Automatic,298164,4136
Hyundai,Tucson,2005,Semi-Automatic,42193,10456
Chevrolet,Impala,2012,Manual,26805,11563
BMW,5 Series,2000,Semi-Automatic,48457,5830
Honda,Accord,2007,Manual,98065,9338
Volkswagen,Tiguan,2004,Manual,120794,7784
Hyundai,Sonata,2019,Manual,54221,11915
Toyota,Corolla,2017,Semi-Automatic,283042,6039
Hyundai,Tucson,2009,Automatic,1430,12871
BMW,X5,2010,Automatic,1588,12068
Mercedes,E-Class,2022,Manual,45283,13194
Volkswagen,Golf,2018,Automatic,111967,13560
Hyundai,Tucson,2022,Manual,281662,9166
BMW,5 Series,2005,Semi-Automatic,20173,9896
Volkswagen,Tiguan,2016,Automatic,239501,7309
Chevrolet,Equinox,2016,Manual,84801,13503
Audi,A4,2010,Semi-Automatic,188992,8920
Hyundai,Tucson,2003,Manual,199482,5010
Volkswagen,Passat,2010,Semi-Automatic,38770,9124
BMW,5 Series,2005,Manual,130929,7581
Kia,Sportage,2020,Semi-Automatic,159695,11506
Honda,Civic,2000,Semi-Automatic,99479,6510
Hyundai,Tucson,2002,Semi-Automatic,253999,3720
Kia,Optima,2000,Manual,287796,2000
Kia,Optima,2022,Manual,148342,13433
Audi,A3,2011,Semi-Automatic,256297,5274
Volkswagen,Passat,2005,Manual,194929,3101
BMW,5 Series,2007,Automatic,46417,9071
Honda,Accord,2006,Automatic,242383,4352
Honda,CR-V,2008,Semi-Automatic,178375,5032
BMW,5 Series,2001,Manual,71138,5377
Ford,Explorer,2006,Semi-Automatic,270910,3381
Kia,Optima,2022,Manual,123282,11634
Hyundai,Tucson,2002,Semi-Automatic,93897,7522
Honda,Accord,2017,Manual,196124,8177
Ford,Explorer,2018,Semi-Automatic,226037,9079
Volkswagen,Passat,2004,Automatic,163544,7029
Volkswagen,Golf,2018,Manual,164345,9713
Mercedes,C-Class,2002,Manual,9159,9716
Kia,Optima,2016,Automatic,276620,9267
Chevrolet,Malibu,2001,Manual,150485,5390
Hyundai,Elantra,2010,Automatic,91546,11969
Hyundai,Elantra,2005,Manual,288021,3839
Kia,Rio,2005,Manual,187571,5348
Honda,Civic,2016,Semi-Automatic,32377,10952
Volkswagen,Golf,2022,Manual,65641,13487
Mercedes,GLA,2015,Manual,129304,10613
BMW,X5,2009,Manual,201019,5579
Volkswagen,Tiguan,2013,Manual,228030,4739
Ford,Fiesta,2005,Automatic,276665,6666
Kia,Sportage,2018,Semi-Automatic,282682,6646
Audi,Q5,2013,Automatic,195050,11199
Kia,Optima,2006,Manual,68222,7135
Ford,Explorer,2004,Manual,146035,3579
Honda,CR-V,2017,Manual,25616,13587
Chevrolet,Impala,2012,Manual,224113,8217
Kia,Rio,2012,Automatic,205706,7485
Honda,CR-V,2013,Semi-Automatic,76660,11666
Hyundai,Elantra,2017,Manual,241629,7067
Toyota,Corolla,2000,Manual,272522,4549
Chevrolet,Equinox,2013,Automatic,32415,10851
Hyundai,Tucson,2005,Semi-Automatic,127568,6548
Honda,Accord,2008,Automatic,264803,7303
Kia,Optima,2012,Manual,88215,7835
Chevrolet,Malibu,2008,Automatic,205273,7694
Audi,A4,2010,Automatic,96811,12763
Volkswagen,Tiguan,2014,Automatic,191817,11163
Audi,Q5,2005,Semi-Automatic,142060,8658
Audi,A3,2012,Semi-Automatic,239807,7803
Toyota,Camry,2019,Automatic,71366,13872
Toyota,RAV4,2010,Automatic,28005,12039
Kia,Optima,2010,Semi-Automatic,162017,7459
Chevrolet,Malibu,2002,Automatic,289835,4403
Ford,Focus,2017,Semi-Automatic,173848,9523
Chevrolet,Impala,2005,Manual,278430,6031
BMW,5 Series,2010,Manual,56067,10078
Hyundai,Tucson,2018,Manual,28506,15529
Toyota,RAV4,2008,Manual,97823,9143
Volkswagen,Tiguan,2019,Manual,62786,12044
Volkswagen,Tiguan,2020,Automatic,132926,13341
Audi,Q5,2014,Manual,90051,10598
BMW,3 Series,2003,Semi-Automatic,61010,8479
Honda,Civic,2012,Manual,44984,10900
Audi,A4,2023,Semi-Automatic,176562,10068
Honda,Civic,2019,Manual,258633,9627
Ford,Fiesta,2021,Semi-Automatic,268526,10129
Volkswagen,Golf,2005,Semi-Automatic,68566,9028
Audi,A4,2002,Semi-Automatic,293695,2626
Toyota,Camry,2016,Semi-Automatic,291660,6166
Audi,Q5,2015,Automatic,98489,14830
Hyundai,Elantra,2014,Manual,78652,10226
Audi,A3,2013,Automatic,284811,7803
Mercedes,E-Class,2002,Semi-Automatic,23722,9525
Hyundai,Sonata,2014,Manual,73979,12220
Toyota,Camry,2008,Semi-Automatic,223819,4523
Hyundai,Sonata,2012,Automatic,2929,12041
Chevrolet,Malibu,2023,Automatic,114077,12518
Audi,A4,2007,Manual,62057,11758
Ford,Focus,2002,Manual,26697,8466
Toyota,RAV4,2021,Semi-Automatic,252751,10144
Honda,Civic,2017,Manual,195388,8992
Volkswagen,Tiguan,2012,Automatic,78118,11537
Honda,CR-V,2019,Semi-Automatic,199846,7503
BMW,X5,2002,Manual,96417,7071
Mercedes,E-Class,2004,Manual,164121,6017
Volkswagen,Golf,2013,Semi-Automatic,171445,8171
Ford,Explorer,2004,Semi-Automatic,98492,4430
Mercedes,GLA,2009,Manual,101116,9377
Hyundai,Elantra,2014,Semi-Automatic,110800,11284
BMW,3 Series,2015,Manual,165528,7289
Chevrolet,Malibu,2002,Semi-Automatic,243388,2032
Volkswagen,Tiguan,2006,Semi-Automatic,47808,11443
Audi,Q5,2011,Manual,161964,8360
Volkswagen,Tiguan,2003,Automatic,146859,7462
Ford,Explorer,2005,Semi-Automatic,33266,10134
Volkswagen,Golf,2010,Semi-Automatic,154466,7110
Mercedes,GLA,2015,Automatic,60182,13796
Volkswagen,Tiguan,2023,Automatic,279437,8311
BMW,5 Series,2010,Manual,247383,4752
Honda,CR-V,2017,Semi-Automatic,210820,9283
Toyota,Camry,2009,Semi-Automatic,57372,8352
Audi,A4,2004,Semi-Automatic,138479,5130
Toyota,RAV4,2004,Semi-Automatic,104826,5103
Honda,Civic,2000,Semi-Automatic,90777,8384
Ford,Explorer,2009,Semi-Automatic,92371,11952
Kia,Optima,2001,Manual,56182,5976
Hyundai,Tucson,2007,Semi-Automatic,967,9080
Ford,Fiesta,2018,Manual,272171,8356
Kia,Sportage,2010,Semi-Automatic,171343,6273
Chevrolet,Equinox,2013,Automatic,142209,12055
Honda,CR-V,2007,Automatic,89968,11100
Honda,Accord,2006,Automatic,213893,5822
Mercedes,C-Class,2004,Semi-Automatic,105588,5888
Kia,Sportage,2008,Manual,241870,7262
Honda,CR-V,2006,Automatic,211493,6970
BMW,3 Series,2012,Semi-Automatic,132770,10344
Toyota,Corolla,2022,Semi-Automatic,216048,9179
Mercedes,E-Class,2021,Manual,231708,11165
Mercedes,C-Class,2021,Automatic,9279,17614
Volkswagen,Tiguan,2007,Automatic,229041,4619
Volkswagen,Tiguan,2011,Manual,7027,9359
Chevrolet,Impala,2023,Manual,186677,12766
Honda,CR-V,2021,Automatic,74456,12910
Mercedes,C-Class,2020,Manual,247124,7357
Toyota,Camry,2011,Manual,290151,3596
Ford,Explorer,2004,Manual,37216,9955
BMW,5 Series,2014,Semi-Automatic,19148,9817
Audi,A3,2009,Automatic,257625,7647
Volkswagen,Passat,2006,Automatic,99250,7715
Kia,Sportage,2013,Semi-Automatic,172709,10745
Ford,Explorer,2019,Manual,8331,13233
Honda,CR-V,2009,Automatic,129153,10816
Kia,Optima,2018,Automatic,214831,8703
BMW,5 Series,2012,Automatic,123274,9234
Mercedes,GLA,2023,Semi-Automatic,224051,10018
Mercedes,GLA,2018,Automatic,125760,12684
Volkswagen,Passat,2014,Manual,100150,8497
Toyota,Camry,2018,Semi-Automatic,194008,7619
BMW,3 Series,2006,Semi-Automatic,281470,3270
BMW,X5,2020,Automatic,215374,11592
Hyundai,Tucson,2021,Manual,227466,10350
BMW,5 Series,2004,Manual,186063,4378
Ford,Explorer,2006,Manual,14781,8804
Volkswagen,Golf,2012,Automatic,110813,9283
Chevrolet,Equinox,2002,Manual,261395,4172
Hyundai,Sonata,2000,Automatic,161695,5966
BMW,3 Series,2003,Semi-Automatic,71841,7763
Honda,CR-V,2010,Manual,277789,3644
Chevrolet,Equinox,2017,Semi-Automatic,43020,10239
Hyundai,Sonata,2000,Semi-Automatic,214526,3609
Chevrolet,Impala,2010,Automatic,113216,11735
Kia,Optima,2001,Semi-Automatic,38717,4825
Mercedes,GLA,2011,Automatic,102940,10941
Hyundai,Tucson,2023,Automatic,222326,10753
BMW,3 Series,2016,Manual,102470,8450
Hyundai,Elantra,2012,Semi-Automatic,185144,7797
Ford,Explorer,2022,Semi-Automatic,16475,15070
Mercedes,GLA,2003,Semi-Automatic,173116,3537
BMW,X5,2002,Semi-Automatic,134954,6600
BMW,X5,2009,Semi-Automatic,135918,6981
Audi,A4,2019,Manual,53753,11824
Honda,Civic,2008,Semi-Automatic,160396,5092
Chevrolet,Impala,2020,Automatic,160083,12698
Mercedes,C-Class,2001,Semi-Automatic,219995,2300
Toyota,Camry,2012,Semi-Automatic,159933,8001
Toyota,Camry,2012,Manual,121281,7474
Honda,CR-V,2011,Automatic,252749,10345
Chevrolet,Equinox,2021,Semi-Automatic,71617,10267
Chevrolet,Malibu,2006,Automatic,286774,6564
Toyota,Camry,2017,Manual,279642,5907
Volkswagen,Passat,2005,Automatic,102606,9347
Ford,Focus,2008,Automatic,14038,9219
BMW,5 Series,2016,Automatic,18806,15623
Audi,Q5,2011,Manual,264222,7015
Honda,Accord,2002,Automatic,102527,7449
BMW,X5,2020,Manual,34981,11600
Volkswagen,Golf,2020,Manual,186734,10665
Kia,Rio,2019,Semi-Automatic,202288,9754
Chevrolet,Equinox,2010,Automatic,220489,6490
Audi,A4,2003,Automatic,260266,2794
Honda,Accord,2022,Manual,29660,11506
BMW,3 Series,2011,Manual,116379,11072
Toyota,Corolla,2005,Automatic,205397,6492
BMW,3 Series,2000,Automatic,231256,4474
BMW,5 Series,2018,Automatic,99505,14709
Chevrolet,Malibu,2013,Manual,165340,9893
Hyundai,Elantra,2013,Manual,14465,10410
Kia,Rio,2017,Automatic,120083,10498
Honda,Civic,2019,Automatic,13013,14039
Volkswagen,Tiguan,2019,Semi-Automatic,31036,13879
Volkswagen,Tiguan,2006,Automatic,235326,6393
Audi,Q5,2016,Semi-Automatic,13593,12028
Audi,A3,2002,Manual,16100,7478
Audi,A3,2014,Automatic,113665,11526
Kia,Optima,2018,Manual,265363,9992
Toyota,Corolla,2023,Semi-Automatic,34738,16105
Ford,Fiesta,2005,Automatic,79866,8402
Ford,Explorer,2001,Automatic,198686,5826
Audi,A4,2014,Semi-Automatic,198468,9030
Chevrolet,Equinox,2008,Manual,218843,4523
Toyota,Corolla,2022,Semi-Automatic,284939,10001
Mercedes,E-Class,2017,Manual,116231,8875
BMW,3 Series,2019,Manual,146344,11473
Volkswagen,Tiguan,2004,Automatic,172561,8248
